index;step_length;step_width
1;0.7596872875594833;0.110469068660775
2;0.6730115567641061;0.18184908225696805
3;0.756288239292998;0.2855200543847723
4;0.6917063222297757;0.11556764106050306
mean;0.7201733514615908;0.1733514615907546
standard_deviation;0.03840651930791235;0.0706172217345912
