index;step_length;step_width
1;0.7409925220938137;0.31101291638341266
2;0.8395649218218899;0.1512576478585996
3;0.7800815771583957;0.2515295717199184
4;0.8344663494221618;0.110469068660775
mean;0.7987763426240653;0.20606730115567642
standard_deviation;0.040699966059918595;0.07940957176417619
