index;step_length;step_width
1;0.6526172671651937;0.08157715839564922
2;0.5829367777022434;0.14445955132562882
3;0.6220258327668253;0.22263766145479266
4;0.6730115567641061;0.33650577838205303
5;0.5880353501019715;0.07138001359619307
mean;0.623725356900068;0.17131203263086334
standard_deviation;0.03522568703747549;0.09867431848671045
