index;step_length;step_width
1;0.5812372535690007;0.07477906186267845
2;0.6543167912984365;0.13596193065941536
3;0.5829367777022434;0.22603670972127804
4;0.667912984364378;0.09517335146159075
5;0.5948334466349422;0.16655336505778381
mean;0.6162474507138002;0.1397008837525493
standard_deviation;0.037181921605097146;0.05364038489348433
