index;step_length;step_width
1;0.8208701563562203;0.09857239972807615
2;0.7494901427600272;0.1733514615907546
3;0.8106730115567642;0.08327668252889191
4;0.7256968048946295;0.1342624065261727
mean;0.7766825288919104;0.12236573759347383
standard_deviation;0.04014619922167818;0.03476762839136436
