index;step_length;step_width
1;0.4758667573079538;0.1342624065261727
2;0.5387491502379333;0.22433718558803536
3;0.5727396329027873;0.1070700203942896
4;0.5251529571719918;0.1733514615907546
5;0.4554724677090415;0.07987763426240653
6;0.48436437797416726;0.1257647858599592
7;0.43337865397688646;0.22093813732155
mean;0.49796057104010877;0.15222880450616685
standard_deviation;0.04573853979325598;0.05163595236693579
