index;step_length;step_width
1;0.8361658735554045;0.2549286199864038
2;0.7528891910265126;0.0866757307953773
3;0.66281441196465;0.1495581237253569
4;0.7104010876954453;0.2362338545207342
mean;0.7405676410605031;0.18184908225696805
standard_deviation;0.06373073871075322;0.06782144778801806
