index;step_length;step_width
1;0.5200543847722637;0.14445955132562882
2;0.5778382053025153;0.24303195105370498
3;0.6305234534330387;0.110469068660775
4;0.5540448674371177;0.1971447994561523
5;0.5098572399728076;0.31271244051665537
6;0.46906866077498305;0.10367097212780423
mean;0.5435644686154545;0.18524813052345346
standard_deviation;0.051776634880587334;0.07487556346672566
