index;step_length;step_width
1;0.579537729435758;0.24133242692046228
2;0.5438477226376615;0.09347382732834807
3;0.6067301155676411;0.18694765465669613
4;0.5591434398368457;0.07817811012916384
5;0.6288239292997961;0.12406526172671653
6;0.5591434398368457;0.21753908905506458
mean;0.5795377294357581;0.1569227283027419
standard_deviation;0.02964845707711203;0.06192324233827197
