index;step_length;step_width
1;0.7019034670292318;0.09347382732834807
2;0.6390210740992522;0.18354860639021076
3;0.5744391570360299;0.08157715839564922
4;0.6186267845003399;0.16145479265805576
5;0.7104010876954453;0.07987763426240653
mean;0.6488783140720599;0.11998640380693408
standard_deviation;0.051283967947089865;0.043695952009582165
